"created_at","ticket_id","location","requester","priority","assignee","status","category","closed_on","resolution_days","data_error","created_month","created_week","created_hour","priority_set","category_grouped"
2026-04-21 15:12:00,13571,"B1","Requester_148","NONE","Assignee_4","Closed","Printers & Labeling",2026-04-23,2,FALSE,2026-04-01,2026-04-19,15,"Not Set","Printers & Labeling"
2026-04-21 15:12:00,13570,"B1","Requester_148","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-22,1,FALSE,2026-04-01,2026-04-19,15,"Not Set","Printers & Labeling"
2026-04-21 13:53:00,13569,NA,"Requester_108","NONE","Assignee_3","Closed","User Accounts & Access",2026-04-21,0,FALSE,2026-04-01,2026-04-19,13,"Not Set","User Accounts & Access"
2026-04-21 11:45:00,13568,NA,"Requester_170","Medium","Assignee_1","Closed","User Accounts & Access",2026-04-30,9,FALSE,2026-04-01,2026-04-19,11,"Set","User Accounts & Access"
2026-04-21 10:34:00,13566,NA,"Requester_121","NONE","Assignee_5","Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,10,"Not Set","Network & Connectivity"
2026-04-21 10:27:00,13565,NA,"Requester_121","NONE","Assignee_5","Closed","Software & Applications",2026-04-21,0,FALSE,2026-04-01,2026-04-19,10,"Not Set","Software & Applications"
2026-04-21 10:22:00,13564,NA,"Requester_171","NONE","Assignee_7","Closed","IT Services & Requests",2026-06-05,45,FALSE,2026-04-01,2026-04-19,10,"Not Set","IT Services & Requests"
2026-04-21 08:44:00,13563,"B1","Requester_6","NONE","Assignee_2","Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,8,"Not Set","Network & Connectivity"
2026-04-21 08:04:00,13562,NA,"Requester_125","Medium","Assignee_2","Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,8,"Set","Network & Connectivity"
2026-04-21 06:47:00,13560,"NFP","Requester_21","NONE","Assignee_1","Closed","Sage X3",2026-04-21,0,FALSE,2026-04-01,2026-04-19,6,"Not Set","Sage X3"
2026-04-21 05:56:00,13559,"B1",NA,"Medium",NA,"Closed","Other",2026-04-21,0,FALSE,2026-04-01,2026-04-19,5,"Set","Other"
2026-04-21 05:37:00,13558,"B1",NA,"Medium",NA,"Closed","Other",2026-04-21,0,FALSE,2026-04-01,2026-04-19,5,"Set","Other"
2026-04-21 05:15:00,13557,"B1",NA,"Medium",NA,"Closed","Other",2026-04-21,0,FALSE,2026-04-01,2026-04-19,5,"Set","Other"
2026-04-21 05:14:00,13556,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,5,"Set","Network & Connectivity"
2026-04-21 05:10:00,13555,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,5,"Set","Network & Connectivity"
2026-04-21 04:46:00,13554,NA,"Requester_172","NONE","Assignee_2","Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,4,"Not Set","Network & Connectivity"
2026-04-21 04:41:00,13553,"B1","Requester_173","NONE","Assignee_2","Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,4,"Not Set","Network & Connectivity"
2026-04-21 04:26:00,13552,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,4,"Set","Network & Connectivity"
2026-04-21 04:25:00,13551,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,4,"Set","Network & Connectivity"
2026-04-21 03:55:00,13550,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,3,"Set","Network & Connectivity"
2026-04-21 03:46:00,13549,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,3,"Set","Network & Connectivity"
2026-04-21 03:42:00,13548,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,3,"Set","Network & Connectivity"
2026-04-21 03:27:00,13547,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-04-21,0,FALSE,2026-04-01,2026-04-19,3,"Set","Network & Connectivity"
2026-04-20 15:49:00,13546,NA,"Requester_138","NONE","Assignee_4","Closed","IT Services & Requests",2026-04-22,2,FALSE,2026-04-01,2026-04-19,15,"Not Set","IT Services & Requests"
2026-04-20 15:47:00,13545,NA,"Requester_138","NONE","Assignee_5","Closed","IT Services & Requests",2026-04-21,1,FALSE,2026-04-01,2026-04-19,15,"Not Set","IT Services & Requests"
2026-04-20 15:35:00,13544,NA,"Requester_174","NONE","Assignee_5","Closed","User Accounts & Access",2026-04-21,1,FALSE,2026-04-01,2026-04-19,15,"Not Set","User Accounts & Access"
2026-04-20 15:02:00,13543,NA,"Requester_175","NONE","Assignee_4","Closed","Network & Connectivity",2026-04-20,0,FALSE,2026-04-01,2026-04-19,15,"Not Set","Network & Connectivity"
2026-04-20 13:28:00,13541,NA,"Requester_176","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-21,1,FALSE,2026-04-01,2026-04-19,13,"Not Set","Printers & Labeling"
2026-04-20 12:14:00,13540,NA,"Requester_108","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-21,1,FALSE,2026-04-01,2026-04-19,12,"Not Set","Printers & Labeling"
2026-04-20 12:08:00,13539,NA,"Requester_90","NONE","Assignee_1","Closed","Sage X3",2026-04-27,7,FALSE,2026-04-01,2026-04-19,12,"Not Set","Sage X3"
2026-04-20 11:39:00,13538,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-20,0,FALSE,2026-04-01,2026-04-19,11,"Not Set","Software & Applications"
2026-04-20 11:22:00,13537,NA,"Requester_126","NONE","Assignee_5","Closed","User Accounts & Access",2026-04-21,1,FALSE,2026-04-01,2026-04-19,11,"Not Set","User Accounts & Access"
2026-04-20 11:21:00,13536,NA,"Requester_86","NONE","Assignee_5","Closed","User Accounts & Access",2026-04-20,0,FALSE,2026-04-01,2026-04-19,11,"Not Set","User Accounts & Access"
2026-04-20 10:49:00,13535,NA,"Requester_99","NONE","Assignee_5","Closed","IT Services & Requests",2026-04-20,0,FALSE,2026-04-01,2026-04-19,10,"Not Set","IT Services & Requests"
2026-04-20 10:33:00,13534,NA,"Requester_54","NONE","Assignee_5","Closed","Sage X3",2026-04-20,0,FALSE,2026-04-01,2026-04-19,10,"Not Set","Sage X3"
2026-04-20 10:30:00,13533,NA,"Requester_20","NONE","Assignee_5","Closed","Sage X3",2026-04-20,0,FALSE,2026-04-01,2026-04-19,10,"Not Set","Sage X3"
2026-04-20 10:16:00,13532,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,1,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 10:16:00,13531,"B1","Requester_72","Medium","Assignee_5","Closed","Network & Connectivity",2026-04-20,0,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 10:16:00,13530,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,1,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 10:16:00,13529,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,1,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 10:15:00,13528,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,1,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 10:15:00,13527,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,1,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 10:15:00,13526,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,1,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 10:15:00,13525,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,1,FALSE,2026-04-01,2026-04-19,10,"Set","Network & Connectivity"
2026-04-20 09:41:00,13524,NA,"Requester_52","NONE","Assignee_5","Closed","Other",2026-04-21,1,FALSE,2026-04-01,2026-04-19,9,"Not Set","Other"
2026-04-20 09:18:00,13523,NA,"Requester_70","NONE","Assignee_1","Closed","Sage X3",2026-04-20,0,FALSE,2026-04-01,2026-04-19,9,"Not Set","Sage X3"
2026-04-20 09:02:00,13522,NA,"Requester_106","NONE","Assignee_1","Closed","Sage X3",2026-05-13,23,FALSE,2026-04-01,2026-04-19,9,"Not Set","Sage X3"
2026-04-20 08:37:00,13521,NA,"Requester_58","NONE","Assignee_5","Closed","Sage X3",2026-04-23,3,FALSE,2026-04-01,2026-04-19,8,"Not Set","Sage X3"
2026-04-20 08:13:00,13520,NA,"Requester_16","NONE","Assignee_5","Closed","Software & Applications",2026-04-20,0,FALSE,2026-04-01,2026-04-19,8,"Not Set","Software & Applications"
2026-04-19 14:12:00,13519,NA,"Requester_12","NONE","Assignee_4","Closed","Software & Applications",2026-04-20,1,FALSE,2026-04-01,2026-04-19,14,"Not Set","Software & Applications"
2026-04-19 11:48:00,13518,"B1",NA,"Medium","Assignee_1","Closed","Network & Connectivity",2026-04-21,2,FALSE,2026-04-01,2026-04-19,11,"Set","Network & Connectivity"
2026-04-17 17:26:00,13517,NA,"Requester_51","NONE","Assignee_1","Closed","Network & Connectivity",2026-04-20,3,FALSE,2026-04-01,2026-04-12,17,"Not Set","Network & Connectivity"
2026-04-17 16:32:00,13516,NA,"Requester_25","NONE","Assignee_4","Closed","User Accounts & Access",2026-04-20,3,FALSE,2026-04-01,2026-04-12,16,"Not Set","User Accounts & Access"
2026-04-17 16:18:00,13515,NA,"Requester_49","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-20,3,FALSE,2026-04-01,2026-04-12,16,"Not Set","Printers & Labeling"
2026-04-17 15:12:00,13514,NA,"Requester_13","NONE","Assignee_1","Closed","User Accounts & Access",2026-04-21,4,FALSE,2026-04-01,2026-04-12,15,"Not Set","User Accounts & Access"
2026-04-17 13:37:00,13512,"B1","Requester_72","Medium","Assignee_5","Closed","Software & Applications",2026-04-20,3,FALSE,2026-04-01,2026-04-12,13,"Set","Software & Applications"
2026-04-17 10:56:00,13511,NA,"Requester_18","NONE","Assignee_3","Closed","Network & Connectivity",2026-04-17,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","Network & Connectivity"
2026-04-17 09:11:00,13510,NA,"Requester_29","NONE","Assignee_2","Closed","User Accounts & Access",2026-04-20,3,FALSE,2026-04-01,2026-04-12,9,"Not Set","User Accounts & Access"
2026-04-16 15:22:00,13508,NA,"Requester_56","NONE","Assignee_4","Closed","IT Services & Requests",2026-04-16,0,FALSE,2026-04-01,2026-04-12,15,"Not Set","IT Services & Requests"
2026-04-16 15:21:00,13507,"B1","Requester_94","Low","Assignee_2","Closed","User Accounts & Access",2026-04-17,1,FALSE,2026-04-01,2026-04-12,15,"Set","User Accounts & Access"
2026-04-16 13:16:00,13506,NA,"Requester_107","NONE","Assignee_3","Closed","Other",2026-05-01,15,FALSE,2026-04-01,2026-04-12,13,"Not Set","Other"
2026-04-16 12:54:00,13505,NA,"Requester_117","NONE","Assignee_4","Closed","Network & Connectivity",2026-04-15,-1,TRUE,2026-04-01,2026-04-12,12,"Not Set","Network & Connectivity"
2026-04-16 10:35:00,13503,"B1","Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-16,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","Software & Applications"
2026-04-16 10:03:00,13501,"B2","Requester_13","Medium","Assignee_2","Closed","IT Services & Requests",2026-04-17,1,FALSE,2026-04-01,2026-04-12,10,"Set","IT Services & Requests"
2026-04-16 09:43:00,13500,NA,"Requester_164","NONE","Assignee_5","Closed","User Accounts & Access",2026-04-20,4,FALSE,2026-04-01,2026-04-12,9,"Not Set","User Accounts & Access"
2026-04-16 09:14:00,13498,"B1","Requester_78","Low","Assignee_2","Closed","User Accounts & Access",2026-04-16,0,FALSE,2026-04-01,2026-04-12,9,"Set","User Accounts & Access"
2026-04-15 15:40:00,13496,"B2","Requester_2","NONE","Assignee_2","Closed","Sage X3",2026-04-16,1,FALSE,2026-04-01,2026-04-12,15,"Not Set","Sage X3"
2026-04-15 15:05:00,13494,NA,"Requester_87","Medium","Assignee_2","Closed","User Accounts & Access",2026-04-15,0,FALSE,2026-04-01,2026-04-12,15,"Set","User Accounts & Access"
2026-04-15 14:13:00,13493,"B2","Requester_177","Low","Assignee_2","Closed","Sage X3",2026-04-17,2,FALSE,2026-04-01,2026-04-12,14,"Set","Sage X3"
2026-04-15 12:58:00,13491,"B1","Requester_108","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-15,0,FALSE,2026-04-01,2026-04-12,12,"Not Set","Printers & Labeling"
2026-04-15 12:41:00,13490,"B2",NA,"High","Assignee_2","Closed","Other",2026-04-15,0,FALSE,2026-04-01,2026-04-12,12,"Set","Other"
2026-04-15 12:25:00,13489,"B1","Requester_87","High","Assignee_3","Closed","Software & Applications",2026-04-20,5,FALSE,2026-04-01,2026-04-12,12,"Set","Software & Applications"
2026-04-15 10:45:00,13488,"B2","Requester_78","Low","Assignee_2","Closed","IT Services & Requests",2026-04-27,12,FALSE,2026-04-01,2026-04-12,10,"Set","IT Services & Requests"
2026-04-15 10:35:00,13487,NA,"Requester_78","NONE","Assignee_5","Closed","Software & Applications",2026-04-20,5,FALSE,2026-04-01,2026-04-12,10,"Not Set","Software & Applications"
2026-04-15 10:34:00,13486,NA,"Requester_78","NONE","Assignee_1","Closed","Sage X3",2026-04-22,7,FALSE,2026-04-01,2026-04-12,10,"Not Set","Sage X3"
2026-04-15 09:10:00,13485,NA,"Requester_178","NONE","Assignee_4","Closed","IT Services & Requests",2026-04-15,0,FALSE,2026-04-01,2026-04-12,9,"Not Set","IT Services & Requests"
2026-04-15 08:20:00,13484,"B2","Requester_148","Low","Assignee_2","Closed","Printers & Labeling",2026-04-16,1,FALSE,2026-04-01,2026-04-12,8,"Set","Printers & Labeling"
2026-04-15 06:35:00,13483,NA,"Requester_21","NONE","Assignee_4","Closed","Printers & Labeling",2026-04-15,0,FALSE,2026-04-01,2026-04-12,6,"Not Set","Printers & Labeling"
2026-04-14 17:37:00,13482,"B2","Requester_67","Medium","Assignee_2","Closed","Sage X3",2026-04-15,1,FALSE,2026-04-01,2026-04-12,17,"Set","Sage X3"
2026-04-14 15:39:00,13481,NA,"Requester_108","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-15,1,FALSE,2026-04-01,2026-04-12,15,"Not Set","Printers & Labeling"
2026-04-14 15:07:00,13480,NA,"Requester_140","NONE","Assignee_5","Closed","Printers & Labeling",2026-04-15,1,FALSE,2026-04-01,2026-04-12,15,"Not Set","Printers & Labeling"
2026-04-14 13:31:00,13476,NA,"Requester_42","NONE","Assignee_1","Closed","Sage X3",2026-04-15,1,FALSE,2026-04-01,2026-04-12,13,"Not Set","Sage X3"
2026-04-14 13:19:00,13475,NA,"Requester_61","High","Assignee_2","Closed","Security",2026-04-14,0,FALSE,2026-04-01,2026-04-12,13,"Set","Other"
2026-04-14 13:06:00,13474,"B1",NA,"Medium","Assignee_5","Closed","Network & Connectivity",2026-04-16,2,FALSE,2026-04-01,2026-04-12,13,"Set","Network & Connectivity"
2026-04-14 12:19:00,13473,NA,"Requester_49","NONE","Assignee_3","Closed","User Accounts & Access",2026-04-14,0,FALSE,2026-04-01,2026-04-12,12,"Not Set","User Accounts & Access"
2026-04-14 11:59:00,13472,NA,"Requester_161","NONE","Assignee_2","Closed","User Accounts & Access",2026-04-21,7,FALSE,2026-04-01,2026-04-12,11,"Not Set","User Accounts & Access"
2026-04-14 11:30:00,13471,"B2","Requester_166","NONE","Assignee_2","Closed","Other",2026-04-21,7,FALSE,2026-04-01,2026-04-12,11,"Not Set","Other"
2026-04-14 10:52:00,13470,NA,"Requester_122","NONE","Assignee_4","Closed","Network & Connectivity",2026-04-14,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","Network & Connectivity"
2026-04-14 10:46:00,13469,NA,"Requester_127","NONE","Assignee_4","Closed","Software & Applications",2026-04-14,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","Software & Applications"
2026-04-14 10:22:00,13468,NA,"Requester_113","NONE","Assignee_5","Closed","IT Services & Requests",2026-04-14,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","IT Services & Requests"
2026-04-14 10:20:00,13467,NA,"Requester_128","NONE","Assignee_3","Closed","IT Services & Requests",2026-04-14,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","IT Services & Requests"
2026-04-14 10:17:00,13466,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-14,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","Software & Applications"
2026-04-14 10:14:00,13465,"B1","Requester_148","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-14,0,FALSE,2026-04-01,2026-04-12,10,"Not Set","Printers & Labeling"
2026-04-14 09:32:00,13464,NA,"Requester_42","NONE","Assignee_1","Closed","Sage X3",2026-04-15,1,FALSE,2026-04-01,2026-04-12,9,"Not Set","Sage X3"
2026-04-14 09:26:00,13463,"B2","Requester_31","Low","Assignee_2","Closed","Printers & Labeling",2026-04-14,0,FALSE,2026-04-01,2026-04-12,9,"Set","Printers & Labeling"
2026-04-14 03:01:00,13462,NA,"Requester_173","NONE","Assignee_3","Closed","IT Services & Requests",2026-04-23,9,FALSE,2026-04-01,2026-04-12,3,"Not Set","IT Services & Requests"
2026-04-14 02:29:00,13461,NA,"Requester_119","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-14,0,FALSE,2026-04-01,2026-04-12,2,"Not Set","Printers & Labeling"
2026-04-13 14:00:00,13459,"B1","Requester_179","NONE","Assignee_2","Closed","User Accounts & Access",2026-04-15,2,FALSE,2026-04-01,2026-04-12,14,"Not Set","User Accounts & Access"
2026-04-13 13:55:00,13458,"B1","Requester_33","NONE","Assignee_1","Closed","Network & Connectivity",2026-04-14,1,FALSE,2026-04-01,2026-04-12,13,"Not Set","Network & Connectivity"
2026-04-13 12:36:00,13457,"B1","Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-13,0,FALSE,2026-04-01,2026-04-12,12,"Not Set","Software & Applications"
2026-04-13 12:05:00,13456,NA,"Requester_4","Low","Assignee_2","Closed","Other",2026-04-13,0,FALSE,2026-04-01,2026-04-12,12,"Set","Other"
2026-04-13 10:47:00,13455,NA,"Requester_32","NONE","Assignee_1","Closed","Sage X3",2026-04-16,3,FALSE,2026-04-01,2026-04-12,10,"Not Set","Sage X3"
2026-04-13 09:57:00,13454,"B1","Requester_72","Medium","Assignee_2","Closed","Software & Applications",2026-04-13,0,FALSE,2026-04-01,2026-04-12,9,"Set","Software & Applications"
2026-04-13 09:53:00,13453,"B2","Requester_67","Low","Assignee_2","Closed","Software & Applications",2026-04-13,0,FALSE,2026-04-01,2026-04-12,9,"Set","Software & Applications"
2026-04-13 09:41:00,13452,NA,"Requester_49","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-13,0,FALSE,2026-04-01,2026-04-12,9,"Not Set","Printers & Labeling"
2026-04-13 09:31:00,13451,"B1","Requester_180","NONE","Assignee_3","Closed","Network & Connectivity",2026-04-15,2,FALSE,2026-04-01,2026-04-12,9,"Not Set","Network & Connectivity"
2026-04-13 09:31:00,13450,"B1","Requester_30","Low","Assignee_2","Closed","Software & Applications",2026-04-14,1,FALSE,2026-04-01,2026-04-12,9,"Set","Software & Applications"
2026-04-13 08:48:00,13448,"NFP","Requester_143","High","Assignee_2","Closed","User Accounts & Access",2026-04-13,0,FALSE,2026-04-01,2026-04-12,8,"Set","User Accounts & Access"
2026-04-13 08:31:00,13442,"B2","Requester_31","High","Assignee_2","Closed","Printers & Labeling",2026-04-13,0,FALSE,2026-04-01,2026-04-12,8,"Set","Printers & Labeling"
2026-04-13 08:30:00,13441,NA,"Requester_77","NONE","Assignee_3","Closed","IT Services & Requests",2026-04-13,0,FALSE,2026-04-01,2026-04-12,8,"Not Set","IT Services & Requests"
2026-04-12 01:07:00,13439,"B2",NA,"Medium","Assignee_2","Closed","Other",2026-04-13,1,FALSE,2026-04-01,2026-04-12,1,"Set","Other"
2026-04-11 09:47:00,13438,NA,"Requester_88","NONE","Assignee_3","Closed","Network & Connectivity",2026-04-23,12,FALSE,2026-04-01,2026-04-05,9,"Not Set","Network & Connectivity"
2026-04-11 09:18:00,13437,NA,"Requester_88","NONE","Assignee_4","Closed","User Accounts & Access",2026-04-14,3,FALSE,2026-04-01,2026-04-05,9,"Not Set","User Accounts & Access"
2026-04-11 07:12:00,13436,NA,"Requester_181","NONE","Assignee_1","Closed","IT Services & Requests",2026-04-13,2,FALSE,2026-04-01,2026-04-05,7,"Not Set","IT Services & Requests"
2026-04-10 17:53:00,13435,NA,"Requester_182","NONE","Assignee_3","Closed","Network & Connectivity",2026-04-13,3,FALSE,2026-04-01,2026-04-05,17,"Not Set","Network & Connectivity"
2026-04-10 13:26:00,13432,NA,"Requester_99","NONE","Assignee_1","Closed","Software & Applications",2026-04-13,3,FALSE,2026-04-01,2026-04-05,13,"Not Set","Software & Applications"
2026-04-10 12:54:00,13431,"B1","Requester_148","NONE","Assignee_2","Closed","Printers & Labeling",2026-04-16,6,FALSE,2026-04-01,2026-04-05,12,"Not Set","Printers & Labeling"
2026-04-10 12:54:00,13430,"B1","Requester_148","NONE","Assignee_2","Closed","Printers & Labeling",2026-04-10,0,FALSE,2026-04-01,2026-04-05,12,"Not Set","Printers & Labeling"
2026-04-10 12:22:00,13429,NA,"Requester_88","NONE","Assignee_1","Closed","IT Services & Requests",2026-04-10,0,FALSE,2026-04-01,2026-04-05,12,"Not Set","IT Services & Requests"
2026-04-10 11:16:00,13427,"B2","Requester_183","Low","Assignee_2","Closed","User Accounts & Access",2026-04-10,0,FALSE,2026-04-01,2026-04-05,11,"Set","User Accounts & Access"
2026-04-10 10:17:00,13426,"B1","Requester_78","NONE","Assignee_4","Closed","Other",2026-04-13,3,FALSE,2026-04-01,2026-04-05,10,"Not Set","Other"
2026-04-10 10:11:00,13425,"B1","Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-10,0,FALSE,2026-04-01,2026-04-05,10,"Not Set","Software & Applications"
2026-04-10 09:58:00,13424,"B1","Requester_113","NONE","Assignee_4","Closed","Software & Applications",2026-04-15,5,FALSE,2026-04-01,2026-04-05,9,"Not Set","Software & Applications"
2026-04-10 09:57:00,13423,"B1",NA,"Medium","Assignee_3","Closed","Network & Connectivity",2026-04-10,0,FALSE,2026-04-01,2026-04-05,9,"Set","Network & Connectivity"
2026-04-10 09:21:00,13422,"B2",NA,"Medium","Assignee_2","Closed","Other",2026-04-10,0,FALSE,2026-04-01,2026-04-05,9,"Set","Other"
2026-04-10 08:16:00,13418,"B2","Requester_148","NONE","Assignee_2","Closed","Printers & Labeling",2026-04-10,0,FALSE,2026-04-01,2026-04-05,8,"Not Set","Printers & Labeling"
2026-04-09 17:29:00,13416,NA,"Requester_107","NONE","Assignee_4","Closed","User Accounts & Access",2026-04-13,4,FALSE,2026-04-01,2026-04-05,17,"Not Set","User Accounts & Access"
2026-04-09 15:33:00,13414,"B1","Requester_184","NONE","Assignee_3","Closed","IT Services & Requests",2026-04-15,6,FALSE,2026-04-01,2026-04-05,15,"Not Set","IT Services & Requests"
2026-04-09 15:31:00,13413,"B1","Requester_160","Low","Assignee_2","Closed","Other",2026-04-09,0,FALSE,2026-04-01,2026-04-05,15,"Set","Other"
2026-04-09 14:16:00,13412,NA,"Requester_176","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-09,0,FALSE,2026-04-01,2026-04-05,14,"Not Set","Printers & Labeling"
2026-04-09 11:56:00,13410,"NFP","Requester_21","Medium","Assignee_5","Closed","Printers & Labeling",2026-04-09,0,FALSE,2026-04-01,2026-04-05,11,"Set","Printers & Labeling"
2026-04-09 10:51:00,13409,NA,"Requester_185","Medium","Assignee_1","Closed","Printers & Labeling",2026-04-10,1,FALSE,2026-04-01,2026-04-05,10,"Set","Printers & Labeling"
2026-04-09 10:30:00,13408,NA,"Requester_149","NONE","Assignee_3","Closed","Other",2026-04-09,0,FALSE,2026-04-01,2026-04-05,10,"Not Set","Other"
2026-04-09 09:00:00,13406,NA,"Requester_74","High","Assignee_1","Closed","Printers & Labeling",2026-04-09,0,FALSE,2026-04-01,2026-04-05,9,"Set","Printers & Labeling"
2026-04-09 08:02:00,13404,NA,"Requester_131","NONE","Assignee_3","Closed","Network & Connectivity",2026-04-09,0,FALSE,2026-04-01,2026-04-05,8,"Not Set","Network & Connectivity"
2026-04-09 05:16:00,13402,NA,"Requester_113","Low","Assignee_4","Closed","IT Services & Requests",2026-04-09,0,FALSE,2026-04-01,2026-04-05,5,"Set","IT Services & Requests"
2026-04-08 21:32:00,13401,"B2",NA,"Medium","Assignee_2","Closed","Other",2026-04-09,1,FALSE,2026-04-01,2026-04-05,21,"Set","Other"
2026-04-08 16:41:00,13400,"B1","Requester_148","NONE","Assignee_4","Closed","Printers & Labeling",2026-04-09,1,FALSE,2026-04-01,2026-04-05,16,"Not Set","Printers & Labeling"
2026-04-08 14:55:00,13399,"B2","Requester_5","Medium","Assignee_2","Closed","Software & Applications",2026-04-08,0,FALSE,2026-04-01,2026-04-05,14,"Set","Software & Applications"
2026-04-08 14:52:00,13398,"B1","Requester_186","NONE","Assignee_3","Closed","IT Services & Requests",2026-04-09,1,FALSE,2026-04-01,2026-04-05,14,"Not Set","IT Services & Requests"
2026-04-08 12:42:00,13397,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-08,0,FALSE,2026-04-01,2026-04-05,12,"Not Set","Software & Applications"
2026-04-08 12:35:00,13396,NA,"Requester_29","NONE","Assignee_5","Closed","Software & Applications",2026-04-20,12,FALSE,2026-04-01,2026-04-05,12,"Not Set","Software & Applications"
2026-04-08 09:20:00,13395,NA,"Requester_65","Medium","Assignee_4","Closed","User Accounts & Access",2026-04-10,2,FALSE,2026-04-01,2026-04-05,9,"Set","User Accounts & Access"
2026-04-07 16:55:00,13392,"B2","Requester_67","Medium","Assignee_2","Closed","Printers & Labeling",2026-04-08,1,FALSE,2026-04-01,2026-04-05,16,"Set","Printers & Labeling"
2026-04-07 16:52:00,13391,NA,"Requester_95","NONE","Assignee_3","Closed","Sage X3",2026-04-07,0,FALSE,2026-04-01,2026-04-05,16,"Not Set","Sage X3"
2026-04-07 16:10:00,13390,NA,"Requester_106","Medium","Assignee_1","Closed","IT Services & Requests",2026-04-13,6,FALSE,2026-04-01,2026-04-05,16,"Set","IT Services & Requests"
2026-04-07 16:04:00,13389,NA,"Requester_128","NONE","Assignee_1","Closed","Sage X3",2026-04-09,2,FALSE,2026-04-01,2026-04-05,16,"Not Set","Sage X3"
2026-04-07 15:19:00,13387,NA,"Requester_185","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-08,1,FALSE,2026-04-01,2026-04-05,15,"Not Set","Printers & Labeling"
2026-04-07 14:34:00,13386,"B2","Requester_166","Low","Assignee_2","Closed","Network & Connectivity",2026-04-08,1,FALSE,2026-04-01,2026-04-05,14,"Set","Network & Connectivity"
2026-04-07 14:10:00,13385,NA,"Requester_128","NONE","Assignee_4","Closed","User Accounts & Access",2026-04-07,0,FALSE,2026-04-01,2026-04-05,14,"Not Set","User Accounts & Access"
2026-04-07 14:02:00,13384,"B1","Requester_72","High","Assignee_4","Closed","User Accounts & Access",2026-04-07,0,FALSE,2026-04-01,2026-04-05,14,"Set","User Accounts & Access"
